Survey name,Availability of dietary data,ISO3,Year,Dietary assessment method,Representativeness,Sample size,Youngest age,Oldest age,Sex,Available dietary factors,FoodEx2 harmonization status,GDD model inclusion?,URL (public surveys only),surveyid,surveyround
"INTERSALT, Charleroi",Publicly Available,BEL,1985,Biomarker,Subnational,11,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101056,101056
"INTERSALT, Ghent",Publicly Available,BEL,1985,Biomarker,Subnational,25,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101057,101057
Staessen et al.,Publicly Available,BEL,1980,Biomarker,Subnational,273,20,88,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/6859023,101055,101055
Demographic and Health Survey Benin 2011-2012,Publicly Available,BEN,2011,DHS Questionnaire,National,17646,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-420.cfm,5122,1
Global Student Based Student Health Survey 2009,Publicly Available,BEN,2009,FFQ,National,2664,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.who.int/ncds/surveillance/gshs/benin/en/,5118,1
RAPPORT FINAL DE LENQUETE STEPS AU BENIN,Private,BEN,2008,FFQ,National,1000,25,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100021,100248
STEP Benin,,BEN,2007,FFQ,Subnational,1000,25,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,100020,100249
Demographic and Health Survey Benin 2006,Publicly Available,BEN,2006,DHS Questionnaire,National,18327,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-289.cfm,5121,1
Demographic and Health Survey Benin 2001,Publicly Available,BEN,2001,DHS Questionnaire,National,7447,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk,,Yes,https://www.dhsprogram.com/what-we-do/survey/survey-display-211.cfm,5120,1
Demographic and Health Survey Benin 1996,Publicly Available,BEN,1996,DHS Questionnaire,National,2497,0,2,Male|Female,Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Total Milk|Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-87.cfm,5119,1
Melse-Boonstra et al. (2 of 4),Publicly Available,BEN,1996,Biomarker,Local,13,22,55,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/9734741,101214,101214
Demographic and Health Survey Burkina Faso 2014,Publicly Available,BFA,2014,Biomarker,National,6155,0.5,4.9166665,Male|Female,,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-481.cfm,5780,1
"Nutrition transition and double burden of malnutrition among adults in Ouagadougou, Burkina Faso (West Africa)",Available for Download,BFA,2010,Multiple Recall,Local,310,25,60.476387,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc|Total Milk,,Yes,,219,1
Food Consumption and Iron Status Survey in Two Provinces of Rural Burkina Faso,Available for Download,BFA,2010,Multiple Recall,Subnational,2628,2.5790555,55,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc|Total Energy|Total Carbohydrates|Total Protein|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc,Harmonized,Yes,,262,1
Demographic and Health Survey Burkina Faso 2010,Publicly Available,BFA,2010,DHS Questionnaire,National,26818,0,59,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://www.dhsprogram.com/what-we-do/survey/survey-display-329.cfm,5141,1
"Dietary Diversity as a Measure of the Micronutrient Adequacy of Women's Diets: Results from Ouagadougou, Burkina Faso Site",Publicly Available,BFA,2006,Multiple Recall,Subnational,100,17,49,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk,,Yes,https://www.fantaproject.org/sites/default/files/resources/WDDP_BurkinaFaso_Dec09.pdf,100256,100303
World Health Survey 2003,Publicly Available,BFA,2003,FFQ,National,4464,18,112,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/20/related_citations?sort_by=authors&sort_order=asc&,5138,1
Demographic and Health Survey Burkina Faso 2003,Publicly Available,BFA,2003,DHS Questionnaire,National,13502,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-230.cfm,5140,1
Demographic and Health Survey Burkina Faso 1999,Publicly Available,BFA,1998,DHS Questionnaire,National,2473,0,4,Male|Female,Refined Grains|Fruit Juice|Tea|Total Milk|Refined Grains|Fruit Juice|Tea|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-116.cfm,5779,1
Demographic and Health Survey Burkina Faso 1993,Publicly Available,BFA,1993,DHS Questionnaire,National,2357,0,4,Male|Female,Fruit Juice|Total Milk|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-42.cfm,5139,1
Demographic and Health Survey Bangladesh VII 2014,Publicly Available,BGD,2014,DHS Questionnaire,National,3623,0,4,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-461.cfm,5005,1
Demographic and Health Survey Bangladesh VI 2011,Publicly Available,BGD,2011,DHS Questionnaire,National,11065,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-349.cfm,5004,1
HarvestPlus Baseline Dietary Survey,Available for Download,BGD,2007,Multiple Recall,Local,1839,2,70,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Fruit Juice|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin E|Zinc|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Fruit Juice|Tea|Whole Fat Milk|Total Energy|Total Carbohydrates|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin E|Zinc|Total Animal Protein,Harmonized,Yes,,112,1
Demographic and Health Survey Bangladesh V 2007,Publicly Available,BGD,2007,DHS Questionnaire,National,4201,0,4,Male|Female,Fruits|Non-Starchy Vegetables|Beans and Legumes|Refined Grains|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Refined Grains|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-287.cfm,5003,1
Demographic and Health Survey Bangladesh IV 2004,Publicly Available,BGD,2004,DHS Questionnaire,National,6365,0,4,Male|Female,Fruits|Non-Starchy Vegetables|Beans and Legumes|Refined Grains|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Refined Grains|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-236.cfm,5002,1
Bangladesh World Health Survey 2003,Publicly Available,BGD,2003,FFQ,National,5512,18,110,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/73,5007,1
The Health Effects of As Longitudinal Study (HEALS),,BGD,2000,FFQ,Local,19596,17,75,Male|Female,Fruits|Potatoes|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Tea|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin E|Zinc|Total Milk|Fruits|Potatoes|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Tea|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin E|Zinc|Total Milk,,Yes,,28,1
Demographic and Health Survey Bangladesh IV 1999-2000,Publicly Available,BGD,1999,DHS Questionnaire,National,4917,0,4,Male|Female,Fruits|Non-Starchy Vegetables|Beans and Legumes|Refined Grains|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Refined Grains|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-135.cfmÂ ,5001,1
Demographic and Health Survey Bangladesh 1996,Publicly Available,BGD,1996,DHS Questionnaire,National,4313,0,4,Male|Female,Unprocessed Red Meats|Sugar-Sweetened Beverages|Fruit Juice|Total Milk|Unprocessed Red Meats|Sugar-Sweetened Beverages|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-89.cfm,5912,1
Dietary Diversity as a Measure of the Micronutrient Adequacy of Women's Diets: Results from Rural Bangladesh Site,Publicly Available,BGD,1996,Single Recall,Subnational,250,15,49,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Seafoods|Total Energy|Seafood Omega-3 Fat|Calcium|Total Milk,,Yes,https://www.fantaproject.org/sites/default/files/resources/WDDP_Bangladesh_Dec09.pdf,100257,100304
Demographic and Health Survey Bangladesh 1993,Publicly Available,BGD,1993,DHS Questionnaire,National,3014,0,2,Male|Female,Unprocessed Red Meats|Sugar-Sweetened Beverages|Fruit Juice|Total Milk|Unprocessed Red Meats|Sugar-Sweetened Beverages|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-59.cfm,5911,1
Health Behavior in School-Aged Children 2006,Publicly Available,BGR,2006,FFQ,National,4798,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5137,1
National Nutrition Survey,Available for Download,BGR,2004,Single Recall,National,500,16,64,,Total Energy|Total Energy,Harmonized,Yes,,100028,100095
National Nutrition Survey,Available for Download,BGR,2004,Single Recall,National,500,20,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Saturated Fat|Seafood Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Saturated Fat|Seafood Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Milk,,Yes,,100028,100161
Powles et al.,Private,BGR,1999,Biomarker,Subnational,30,45,74,,Dietary Sodium|Dietary Sodium,,Yes,,101047,101047
Household Budgets in Republic of Bulgaria,,BGR,1998,Multiple Recall,National,1000,20,85,,Fruits|Non-Starchy Vegetables|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Saturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Saturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Total Milk,,Yes,,100027,100073
National Nutrition Survey,,BHR,2000,Single Recall,National,1000,19,70,,Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium,,Yes,,100012,100043
Assessment of Iron Status and Dietary Intake of Pregnant Women in Bahrain,Private,BHR,1995,Single Recall,National,500,20,45,,Total Energy|Dietary Fiber|Calcium|Total Energy|Dietary Fiber|Calcium,,Yes,,100011,100042
"Health Status, Lifestyle and Nutrition Intake of Home Resident Elderly in Bahrain ",Private,BHR,1992,Single Recall,National,100,65,90,,Total Energy|Calcium|Total Energy|Calcium,,Yes,,100010,100041
Global Student Based Student Health Survey 2013,Publicly Available,BHS,2013,FFQ,National,1349,7,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/americas/bahamas.htm,5775,1
World Health Survey 2003,Publicly Available,BIH,2003,FFQ,National,951,18,84,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,http://apps.who.int/healthinfo/systems/surveydata/index.php/catalog/109/data_dictionary,5126,1
Non- communicable Disease Risk Factor Survey Federation of Bosnia and Herzegovina,Private,BIH,2002,FFQ,Subnational,1000,25,64,,Fruits|Non-Starchy Vegetables|Total Processed Meats|Unprocessed Red Meats|Total Milk|Fruits|Non-Starchy Vegetables|Total Processed Meats|Unprocessed Red Meats|Total Milk,,Yes,,100023,100081
Living Conditions Lifestyles and Health,Available for Download,BLR,2001,FFQ,National,1000,18,99,,Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Milk|Fruits|Non-Starchy Vegetables|Unprocessed Red Meats|Total Milk,,Yes,,100181,100152
Global Student Based Student Health Survey 2011,Publicly Available,BLZ,2011,FFQ,National,2084,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/americas/belize.htm,5117,1
Simmons et al.,Publicly Available,BLZ,1980,Biomarker,Local,392,20,94,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/6875443,101254,101254
Global Student Based Student Health Survey 2012,Publicly Available,BOL,2012,FFQ,National,3468,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/americas/bolivia.htm,5123,1
Demographic and Health Survey Bolivia 2008,Publicly Available,BOL,2008,DHS Questionnaire,National,15569,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Fruit Juice|Tea|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Fruit Juice|Tea|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-319.cfm,5125,1
"Cardiovascular and metabolic syndrome risk assessment of Bolivian school children and adolescents: Relationships to obesity, diabetes, income, food intake and physical activity",,BOL,2005,FFQ,National,3445,12,18,Male|Female,Fruits|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Sugar-Sweetened Beverages|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Fiber|Added Sugars|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk|Fruits|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Unprocessed Red Meats|Total Seafoods|Eggs|Sugar-Sweetened Beverages|Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Fiber|Added Sugars|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin C|Total Milk,,Yes,,72,1
Demographic and Health Survey Bolivia 2003,Publicly Available,BOL,2003,DHS Questionnaire,National,15619,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Cheese|Fruit Juice|Total Milk|Fruits|Non-Starchy Vegetables|Other Starchy Vegetables|Beans and Legumes|Refined Grains|Cheese|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-238.cfm,5124,1
Demographic and Health Survey Bolivia 1998,Publicly Available,BOL,1998,DHS Questionnaire,National,8709,0,49,Male|Female,Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Total Milk|Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-98.cfm,5131,1
Demographic and Health Survey Bolivia 1994,Publicly Available,BOL,1994,DHS Questionnaire,National,2856,0,2,Male|Female,Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Total Milk|Other Starchy Vegetables|Refined Grains|Unprocessed Red Meats|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-65.cfm,5130,1
Demographic and Health Survey Bolivia 1989,Publicly Available,BOL,1989,DHS Questionnaire,National,1596,0,4,Male|Female,Fruit Juice|Total Milk|Fruit Juice|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-28.cfm,5129,1
